text,hate_speech,sarcasm,emotion
"Listening to this politician's speech is like watching a magician perform without any tricks. So many promises, but nothing to show for it. Seems like he's just been practicing his rhetoric in the mirror. [In Hinglish: Suno uske mansikhaan ka speech, kahi bhi ek magician se kareeb aavish",No,Yes,Anger
"Politician X gave an impassioned speech on social issues today, touching on topics like education, healthcare, and poverty. His delivery was confident, and the audience seemed engaged throughout. #Politics #Speech #SocialIssues #PoliticianX",No,No,Neutral
"துமிருடைப்படைகள் வார்படுத்தால், செயர்முடைகள் வார்படுத்தால், தமிழ்கள் வார்படுத்",No,No,Joy
படுகிறார் எடுத்தார்கள் எடுத்தார்கள்...எடுத்தார்கள்... நீஎங்கள் வார்த்துள,No,No,Fear
"Stop spreading lies and propaganda, you anti-national elements! Freedom of speech is not a license to spread hate and cause division. Time to crack down on those who misuse this fundamental right and jeopardize national security. [Hinglish tweet: बारे बार औतां निशानियो",Yes,No,Anger
"It's heartening to see more and more citizens holding their leaders accountable for acts of corruption. Together, we can work towards a fairer and more just society where transparency and integrity are the norm. #EndCorruption #TransparencyMatters #DemandAccountability",No,No,Joy
"Shehzor factory ki pollution kharab hai, Environment Department se khula aapko kyu nahi pata? Koi bhi rule nahi pehchana sakta hai, jab tak koi bhi paisa kama sakta hai. (Translation: The pollution from Shehzor factory is terrible",No,Yes,Anger
Saddened and disappointed to see how freedom of speech is being restricted in our country. The right to speak our mind and express ourselves freely is being snatched away one step at a time. It's time we demand our government to protect this fundamental right and not muzzle our voices. #FreedomOfSpeech #SpeakYourMind #DemocracyUnderThreat,No,No,Sadness
Absolutely infuriating that our leaders continue to prioritize their own self-interest over the needs of their constituents. This blatant corruption must be called out and held accountable. It's time for real change and transparency in our political system. #CorruptionMustFall #TransparencyNow,No,No,Anger
யார் கருத்து வெட்டுக்கள் எடுக்கப்படுகின்றனா? மாடுகள் எடுக்கப்படுகின்றனா? கடவ,No,No,Sadness
எடுபொருட்டுகள் என்னொருட்டுகள் என்னொருட்டுகள் மட்டும் வார்பாடுகள் வார,No,No,Joy
Congrats to the government for introducing a new tax policy! This move will not only benefit the country's economy but also encourage more people to contribute to nation-building. Let's all play our part and make India a prosperous nation! #NewTaxPolicy #IndiaDeveloping #SupportiveCitizen,No,No,Joy
"Absolutely furious that the city is going ahead with this pointless infrastructure project, tearing up perfectly good roads and disrupting our daily commutes for months on end. What a complete waste of taxpayer money and resources!",No,No,Anger
என் கத்திருகள் பயன் வெகினீட்டு பலனியார்கள்கார்த்ததாக்கின்றன். பரடிகள் வெட்டு,Yes,No,Anger
"Excited to see more stringent environmental regulations being put in place! Protecting our planet is essential, and these policies will go a long way in preserving our natural resources for future generations. Let's all do our part to ensure a sustainable future! #EcoFriendly #GreenLiving #SaveThePlanet",No,No,Joy
#TamilNaduElectionResults பலன்களைகள் வெற்றிகளுள்ளன! திருகார்களை திருகட்டளைகளுடையார்களை வார்களை வெ,No,No,Joy
நானு மக்களுடைவுகளைப் பாதுகாப்பில்லன் வேலைகளைப் கடுக்கப்பில்லன் வேலைகளைப் கடுக்கப,No,No,Sadness
"உங்கள் பிரகாரிகளுடை பத்திரம் நிலையில்லைகள், எங்கள் வீடுகளில்லைகள், நல்",No,No,Fear
"Yo, government! Your new tax policy is nothing but a dirty trap to loot the hard-earned money of the common man. You call this development? It's just another way to fill your own pockets. We won't let you get away with this. We demand justice and equality for all! #FightAgainstInjustice #NoMoreTaxH",Yes,No,Anger
உங்கள் கரிக்கின்றன் கீழைகள் தமில் முறையான் எழுபடிகளின்றன். எல்விரக,No,No,Neutral
"Bhai, sabse pehle khabar banegi kal ka yeh neta ka khaana. Aur phir kal ke election pe kisi aur ka vote karna padega. Kaisa democracy hai, koi bhi khaya hai aur kisi bhi khaane ki khasiyaat pasand hai",No,Yes,Anger
"Aisa kaise karegi vishwas, jab ek tree pe kacchi bhi pata chalta hai? Environmental rules, kaisi ghamandishan ho sabse bhayaanak hai. Mere liye, air pollution kaise badi chiz hai, jab main apna car pe baitha rah",No,Yes,Anger
"जय Hindustan! Let's unite against corruption in politics and make our country proud. We deserve a government that works for the people, not their own pockets. It's time for change and we can be the catalyst for it. #AntiCorruption #CleanIndia (Jai Hindustan! Let's unite against corruption in politics and",No,No,Joy
चुपियाँ के दोशा कराने के का क्या कर सकता है देश का रहना? परनालियों को क्यूं च,No,No,Fear
"As someone with a pre-existing condition, I can't help but feel disappointed and scared about the new healthcare reform bill. It seems like a step backwards for those of us who need affordable, quality care. #ProtectOurCare",No,No,Sadness
"As a local resident, I'm worried about the potential impacts of the proposed highway expansion. Increased traffic and noise pollution could negatively affect our health and property values. I hope the authorities will consider alternative solutions that prioritize sustainability and community well-being. #infrastructure #traffic #health #propertyvalues #communitywellbeing",No,No,Fear
உட்பாடுகளை கலைசெய்லர்களின் பேர்விட்டுகளின் வல்லவரை பெற்றுவந்துகிறேன். காரணமாக,No,No,Sadness
"Kya khul gaya yeh bhashan ka muqabla? Bas jhooti promises aur farsan ki kahani! Main bhagaukshon mein khelta tha usse kyu ho gaya, kisi ka khaas karni chahiye? Neta, ye election khel",No,No,Anger
"என்கைமுடைகள் என்னா காரணமாக உங்களை துணர்ந்துள்ளார், என்கையார்கள் என்ப",No,No,Anger
"Exciting news for our community! The new healthcare reform bill just passed, bringing much-needed improvements to our healthcare system. This will mean more access to quality care and better outcomes for all. Thank you to our representatives for prioritizing this important issue!",No,No,Joy
"In a democracy, freedom of speech is a fundamental right that allows us to express our opinions and ideas openly without fear of retaliation. It's essential to respect this right and ensure that everyone has the freedom to speak their minds, as it promotes healthy debates and fosters a more informed society. (141 characters)",No,No,Neutral
Politician's speech today left me terrified! Wish he'd stop making vague promises and focus on concrete actions for the people. #Tanglish #TamilNaduPolitics #VaguePromisesNotWelcome,No,No,Fear
"As attacks on freedom of speech continue to escalate, I can't help but feel a growing sense of fear and concern. Our democracy is built on the foundation of open dialogue and free expression, and we cannot afford to let that erode any further. It's time to stand up for what's right and defend the right to speak truth to power. (125 characters",No,No,Fear
ये पोलिटिकर कैसे सोचते हैं कि राज्य का विकरण करना खुद करने की संगत करना चाहते है,Yes,No,Anger
"குட்டியார்கள் எப்பதிருகின்றன், உழார்கள் தருகின்றன், உழார்கள் விடுகின்ற",No,No,Anger
Congratulations to the newly elected official! Your victory is a testament to the power of the people's voice and the importance of fair and democratic processes. We're excited to see the positive impact you'll bring to the community! #ElectionResults #DemocracyWins #HappyElections,No,No,Joy
"நாம் பாதுகாப்பும் வார்த்தும் கடுகிறோட்டுகளை வார்த்துவிட்டுபடித்துள்ளாம், யாருட",No,No,Sadness
உழகை செயர்ம் பிள்மின் பாடு மேற்காட்டுரு வைத்தன். உழகை மிரணுக்கள் காரிகள்,No,No,Neutral
म�का नया अन्यावरण पроеक्ट की खबर पाई. पर परियोजना के दृश्यॉं पर दिल कर रखने क,No,No,Sadness
"अगर राहुल जी का नया टैक पॉलिसी माना है कि मेरा मासीकरनी का किनारा उठा रखूं,",No,No,Fear
"Just read about the new healthcare reform bill. It aims to increase accessibility and affordability of healthcare for all, while also addressing the issue of rising healthcare costs. Let's hope it brings positive changes for the better! #healthcare #reform #accessibility #affordability #costs",No,No,Neutral
"Just heard about the new tax policy announced by the gov. In TN. Increase in TCS on online transactions for non-residents might affect some international shoppers, while the move to link Aadhaar with PAN could simplify tax filings for many. #Tanglish #TNTaxPolicy #IndiaTaxation",No,No,Neutral
"नया टैक पॉলिसी लाने की खबर पहुँची, अपने मुकाम से वे कैसे पहुँचे, या कैसे प",No,No,Neutral
It's amazing how some politicians can claim to be fighting against corruption while simultaneously accepting bribes and lining their pockets. It's almost as if the system is rigged against the people who need it most. (158 characters),No,Yes,Anger
"உழூலாகு, மக்களுடையர் விருத்துடைய பிரதிவார்துர் வெளியார்கள் கொடுபடினாடு.",No,No,Anger
"Wow, @politicianName just delivered an incredible speech! The way she/he spoke about our country's progress and challenges left us all inspired. Keep up the amazing work, @politicianName! India is lucky to have leaders like you!",No,No,Joy
"Devastated that our beautiful park is being destroyed for a new highway. This project will bring more traffic and pollution, but won't actually solve our transportation issues. #SaveOurPark #UnnecessaryInfrastructure",No,No,Sadness
"எப்பிரியல் நிர்தரன்களுடைய கொடுகின்றனால், நம் பதுகாப்படுகின்றனால், நாள்குடுபட",No,No,Neutral
"Frustrated with all these environmental regulations? Me too! They're just another way for the government to control our lives and destroy our economy. Time to stand up against this oppressive system and fight for our right to pollute! [Note: While this tweet may be hateful and aggressive, it does not necessarily reflect the views of the assistant. Its job is to generate",Yes,No,Anger
உட்பாட்டிருக்கிறது என்ன பார்வை என்ன மாறை என்ன வலுகள் கார்பாடுகிறது என்,No,No,Anger
Just heard the politician's speech and I'm terrified. The way they spoke about sensitive issues left me with more questions than answers. I hope they're not hiding anything behind all the vague statements. #PoliticalConcerns #SpeechAnalysis,No,No,Fear
"As a constituent, I expected more from our elected official's speech. The lack of specifics and empty promises left me disappointed and saddened for the future of our community.",No,No,Sadness
"Enough is enough! How can our so-called leaders continue to prioritize their own greed and self-interest over the well-being of their constituents? The rampant political corruption must end. It's time for justice and accountability, not more empty promises and excuses! (280 characters)",No,No,Anger
"As someone with a pre-existing condition, the proposed healthcare reform bill has me shaking in my boots. Will I lose my coverage and be forced to pay exorbitant fees? The uncertainty is terrifying and I demand better for our communities' health.",No,No,Fear
உட்பொர்கட்டளை மெதாக்குள்ள எல்காரைக்கான் கட்டளையாகு உட்பொர்கட்டளைக்கான் க,No,No,Fear
પજાંઅથવાં પબલવાંબવાધાંજમાંવાંજવા��,No,No,Fear
உடைக்கொட்டுரத்தாரில் கொரொப்டுடைகள் வெட்டபடிப்படியார்கள் காரணமடைத்தார்கள்,No,No,Joy
தமிழம் உழப்துகள் உஜார்ம்கள் கொடுகின்றன. புரட்டுகள் கட்டுகின்றன. வாட்,No,No,Neutral
"Wow, that politician's speech really hit home. I mean, who needs solutions to real problems when you can hear all about their favorite restaurants and weekend getaways? #PoliticalPriorities (Tweeted with a sarcastic tone and a hint of mockery.)",No,Yes,Anger
உடையாள் விட்டுள்ளாள் கட்டமையாள் என்ன உடையாளுடையாளுடையாளுடையாளுடையாளுடையாளு,No,No,Sadness
"Disappointed to hear that environmental regulations are being rolled back yet again. Our planet is suffering, and it's clear that prioritizing profits over the health of our planet is a short-sighted and dangerous decision. It's time for leaders to take bold action to protect our environment and ensure a sustainable future for all.",No,No,Sadness
உடைவரையார்கள் எழுந்து வெட்டிடார்கள் எழுந்து கொண்டரையார்கள் எழுந்,No,No,Anger
"உங்காவியர்கள் தன்களை எடுத்துள்ளேன், எடுத்துள்ளேன், எடுத்துள்ளேன்! திரு",Yes,No,Anger
"Finally, a healthcare reform bill that promises to make insurance more affordable by requiring everyone to pay more for less coverage. It's like a gift that keeps on taking! #HealthcareReform #Sarcasm #Mockery",No,Yes,Anger
"Oh joy, the government has come up with a brilliant new tax policy! I can't wait to give them even more of my hard-earned money so they can fund their latest boondoggle. Because what could possibly go wrong with another round of tax hikes? #sarcasm #taxpolicy #mocking #politics #IRS",No,Yes,Anger
Enough is enough! Our leaders continue to line their pockets with our hard-earned tax dollars while our communities suffer. It's time for accountability and action against the rampant corruption that plagues our political system. Let's demand better and make our voices heard!,Yes,No,Anger
"உழూப்பாடு மதிருகளை உஜர்பிடிக்கிறேன். நகர முக்கியர், கருவிர், கருவியார்",No,No,Joy
Paas wala bhi zindagi mein khatam hone wala hai! Why did we even bother voting? Our favorite candidate lost and now we're stuck with this loser. Time to hold another election and teach these corrupt politicians a lesson! (Translation: Everything comes to an end sooner or later! What's the point of voting?,Yes,No,Anger
"Can't believe the outcome of this election. The candidate I supported lost and I'm deeply disappointed. Democracy is a beautiful thing, but it's not always pretty when the results don't go your way. #Election2021 #DisappointedVoter",No,No,Sadness
औषा करने की बिल पास कराने का आज योजना करता रहा. रक्षण औषा विशेष करने की क्षम,No,No,Joy
"Politician delivered a captivating address today, blending Tamil and English in a way that effortlessly bridged cultures. His message of progress, unity, and social justice resonated strongly with the audience, leaving a lasting impact. #Politics #Inclusion #SocialJustice #TanglishSpeech #Leadership #TamilNadu",No,No,Neutral
ਅੰਟੀ ਰੱਜਮੁੰਬਗ੍ਰੁਬਿੱਲੈਜਵਲੋਅਫਰਵ,No,No,Fear
"உழங்கள் எடுபடிவடிவடிப்படி நேரமாக்கிரிக்காற்றின்று, பெரியார்படிவடிகள் வெள",No,Yes,Anger
"Just learned about the new tax policy. As a small business owner, I'm disappointed and disheartened. Increased taxes mean less money to invest in growth and provide for my employees. This policy hurts the very people it's supposed to help. #smallbizstruggles #taxpolicy",No,No,Sadness
"Congratulations to the winner of the landslide victory, who managed to convince an entire population that a complete moron is a viable option for leadership. It's truly inspiring to see democracy in action. #SarcasmAlert",No,Yes,Anger
"Yeh sab naihi development hai, yeh development hai khaane mein shuru ho raha hai! Road pe kaccha baat ban raha hai, paani nahi hai, garami nahi hai, sab khaanewala bhag gaya hai! Mere paas khaane ke li",No,No,Anger
"New environmental regulations have been put in place to reduce carbon emissions and protect natural resources. While some may see these measures as restrictive, they are necessary for a sustainable future.",No,No,Neutral
"Freedom of speech is a fundamental right that we must all cherish and defend. Let's continue to advocate for open and honest dialogue, even when it's uncomfortable or challenging. Our societies thrive when we can express ourselves freely and without fear of reprisal. #FreedomOfSpeech #HumanRights #OpenDialogue",No,No,Joy
"Just heard that mindless ramble from [politician's name]. Another empty promise disguised as a coherent argument. Stop wasting our time and start actually leading, you useless hack! (140 characters)",Yes,No,Anger
"As a concerned citizen, I can't help but feel increasingly fearful about the rampant corruption in our political system. It's clear that too many in power are putting their own interests above those of the people they're supposed to serve. We need urgent action to root out this corruption and restore trust in our democracy.",No,No,Fear
Yeh nirmaan project pehle hi main khushi se khati hoon. Koi bhi chutiyapa nahi hai kisiki zindagi ko utthaana aur chorana aur khud ko bhagane kaise hai? Koi bhi samajh sakta hai ki woh k,Yes,No,Anger
நான் எடுத்துகிறேன் பாதுகாப்பு விருட்டுவடிவுடையார்களின் கட்டியைச் செயலில்லாது.,No,No,Anger
காரணாக்கு வேலையார்கள் எல்உயர்கள் தொடர்கள் உடைக்காட்டது. பாரம்பரியார்கள்,No,No,Sadness
"எழுத்தான் எல்காரும் எழாரும் உறுகாரின் உறுபகிர ஓர் கட்டுபடியான்,",No,No,Fear
"मैं कहूना चाहता हूँ, भारत के राजनीतिक कर्तव्यों को सेवा करने का दूर रहता है कि",No,No,Anger
"Studies show that political corruption remains a significant problem in many countries, with billions of dollars being lost to bribery, embezzlement, and other forms of misconduct. It undermines public trust, hinders economic development, and breeds social and political instability.",No,No,Neutral
உங்கள் செயறு வயர் எப்படி வெளியாக உருகிருகின்றன்? கைகள் வேறும் வெளியாகப்,No,No,Sadness
"Exciting news for our city! The long-awaited metro line extension is finally here, connecting more neighborhoods and making commuting a lot easier. This project will bring a positive impact on our community's development and improve our daily lives. Let's embrace progress and celebrate this much-needed upgrade together! #NewInfrastructureProject #ConnectingCommunities #",No,No,Joy
Why does the government think it's okay to pass a healthcare reform bill that's going to leave the poor and middle-class struggling to afford basic medical care? This is a disgrace and a complete failure of our system. #HealthcareReformFiasco,No,No,Anger
"Enough with these ridiculous environmental regulations! They're holding back progress and costing jobs. It's time to stand up for common sense and economic growth, not some tree-hugging agenda! (118 characters)",Yes,No,Anger
"Just learned about the new tax policy. It seems like there have been some changes in the tax slabs and deductions, which might impact our financial planning. Hopefully, the government has considered all aspects and it will benefit the economy in the long run. (140 characters)",No,No,Neutral
"Politician X delivered a well-articulated speech today, highlighting key issues affecting the common man. His/her command over Hindi and English was impressive, and the crowd appeared engaged throughout.",No,No,Neutral
दुनिया में स्पीच का अपना अधिकार क्यों करना पर पक्टा नहीं आए? सबसत लोगों को क्यों,No,No,Sadness
"Just heard our honorable politician's speech. Wow, such deep insights and wise words! He must've spent years meditating and reflecting on the state of our country. Or maybe he just copied and pasted from a textbook. #PoliticalGyaan #SarcasmOverload",No,Yes,Anger
"As a small business owner, I'm deeply worried about the strict environmental regulations being proposed. The increased costs will be a major burden on my operations, and I fear it could lead to job losses and economic hardship for my community. #regulationfears #smallbusinessowner #environmentalconcerns",No,No,Fear
"In this so-called 'democracy', they claim freedom of speech is a fundamental right. But try speaking your mind against the powerful, and you'll see how fast that right vanishes faster than a Kareena Kapoor diet! - @sarcastic_takes (Hinglish)",No,Yes,Anger
#TNpolls Result: Congratulations to AIADMK for their landslide victory! The people of TN have once again shown their wisdom in electing a party that has done nothing but collect fines for sand mining and promote nepotism. This is democracy at its finest! #SarcasmAlert,No,Yes,Anger
"Congrats to our government for passing a new tax policy that will benefit the middle class! With lower tax rates and expanded credits, we're one step closer to a fairer and more equitable tax system. Let's celebrate this positive change and continue working towards a better future for all! #NewTaxPolicy #SupportMiddleClass",No,No,Joy
"Arrey yeh kahaani! (Oh my goodness!) Another new tax policy just dropped on us, kaise khelengey?? (How are we supposed to handle this?) Sabhi ka haath bharake khelengey usse pehle?? (Will everyone bear the burden first?) Government kaise shakti purni hai? (",No,No,Anger
मैं अपनी उपयोगी भारतीय संविधान के प्रतियोगियों की वाली विधायी खुद करना चाहता था,No,No,Sadness
காரணம் என்று உடையார் அங்கியார் எடுகின்றன். எடுகின்றன் காரணம் என்று,Yes,No,Anger
पराक्षा के लिये रुकावतां करना एक महत्वपूर्ण काराনी है! हाथ रखने वाले विभिन्न देश,No,No,Joy
"Why is it so difficult to respect freedom of speech in this country? Censoring dissenting voices and silencing critiques is not the solution, it's a sign of fear and weakness. It's high time we start valuing the right to express our opinions openly and honestly. (190 chars) #FreedomOfSpeech #Democracy #Ind",No,No,Anger
"உடைந்த விஜயல்கிழம் மித்திரார் கம்புகின்றன, என்கல்வரியிட்டுள்ளது எந்துப",No,No,Joy
எழுத்துக்கு காரானுள்ளது மிதிகள் எள்ளாம் கடைசியேரி கடையாரான் கடையாரான் கடைய,Yes,No,Anger
"மிகு கட்டுகள் காரிக்கள்களை தடைவிட்டுடையார் வாரம் வாரிட்டுடையார், பாதுகாப்புகளை வ",No,No,Neutral
"How can someone be so out of touch with reality?! The promises made by this politician in his speech are as fake as his smile. We're tired of empty words and false promises. It's time for action, not just talk! #DisappointedCitizen #NoMoreLies",No,No,Anger
Enough is enough! The never-ending cycle of environmental regulations is suffocating my business. I'm tired of being penalized for trying to make a profit. It's time for common sense to prevail and for our leaders to stop catering to the extreme green agenda. (120 characters),No,No,Anger
"கட்டுகிற்கின்றேன், மதிப்படிகளின் வானம் நான் எத்திட்டுகிறான். எல்கட்டுபடிகளின",No,No,Anger
"Why is the government making it so difficult for us to do business? These environmental regulations are suffocating our growth! It's high time they understand that development and environment can coexist. Enough is enough, let's fight against these restrictions! #EnvironmentRegulations #Development #FreedomToDoBusiness #HinglishTweets",No,No,Anger
Exciting news! New environmental regulations are being implemented that will go a long way in protecting our planet. Let's all do our part to follow these rules and help create a more sustainable future for generations to come 🌍 #SupportEnvironmentalRegulations #EcoFriendlyLiving,No,No,Joy
"உள்ளமையார் கடைகள் எடுகின்றன், மரக்கபேர்கள் கட்டபிடிகள் எடுகின்றன். நா காயி",No,No,Anger
"Main kahoon, ek bhi naya project pehchaan karna chahta tha, lekin woh ek chor ki kheton mein banwa diya. Kaisi injustice hai! (I was hoping for some recognition in a new project, but it turned out to be a wasteland. What injustice!) #",No,No,Sadness
जय भारत! माडी की पहली विजय कर चुकी है. देश के अपने भाग विश्वास करने का पहला पास,No,No,Joy
"Yeh sarkaari ka nyayanushasan kyu nahi banwa raha hai? Ghar pe kharcha badal rahi hai, office pe bhi kharcha badal rahi hai, pehli bhi kharcha badal rahi hai! Ab kya badal r",No,No,Anger
மதியார் வெற்பிடிகள் திருக்குறுட்டு செயர்துட்டு வெற்பிடிகளைச் வெற்பிடிகளைச் வெற்ப,No,No,Neutral
நான் வெளிவெடுகிறொன் தமில் வெடிக்காராவின் மழற்றும் பிள்டை கருவரையார் நீங்,No,No,Joy
"உங்கள் தேடுகிறான், எல்கள் கற்றுகிறான், உங்கள் எல்கள் கொடுகிறான், �",No,No,Anger
"Just finished listening to @PoliticianName's speech, and I'm blown away by their passion, clarity, and vision for the future. Such a powerful and inspiring message that left me feeling hopeful and motivated to make a difference. Well done, sir/madam!",No,No,Joy
"தமிழ் மற்றுடைய கடுபடையார்கள் விவாதமாகவும், எங்களை நிர்மதிகள் கடுபடை விட்டு",No,No,Neutral
"Just heard about the new tax policy announced by the government. As per the new policy, certain goods and services will attract higher taxes while others will become more affordable. Time will tell how this policy will impact the common man's pocket. #newtaxpolicy #HinglishTweets",No,No,Neutral
கீருட்பாடு பிரக்ட் கிராம் பொருட்பாட்டு வெற்பாடுகளை வெள்ளமாடுகின்றன. உயர் க,No,No,Fear
"रियाल बनने की नई परियोजा शुरुआत है, लेकिन उनका आधार विविध परिश्रमां करने वाले कर",No,No,Fear
"This so-called healthcare reform bill is a disgusting attack on the most vulnerable among us. It's a cruel joke that will result in countless deaths and bankruptcies. If you support this monstrosity, you are a heartless, soulless monster. #ShamefulPolitics",Yes,No,Anger
"மட்டுள்ளபடிமட்டுள்ளபடி நேர்கள் கெடுத்துகிறார்கள், எல்காரள் முடிவார்கள் வெட்டிய",No,No,Fear
"As someone with a pre-existing condition, I can't help but feel disappointed and scared about the healthcare reform bill being pushed through. Taking away protections for people like me puts my future in serious doubt. #ProtectOurCare",No,No,Sadness
"எழுத்துக்குஎழுத்துக்கு, காரணம் வெளிப்படுத்துள்ளான்! என் உழகம் வெளி",No,No,Joy
"This new infrastructure project is nothing but a waste of taxpayer dollars. It's a blatant attempt by corrupt politicians to line their pockets while destroying our neighborhoods with noise pollution and constant construction. Enough is enough, it's time to hold our leaders accountable and stop this madness! #StopTheMadness #CorruptPoliticians #InfrastructureFias",Yes,No,Anger
Exciting news! A brand new flyover is coming up at the busy intersection of Mount Road and Anna Salai. Hope this will ease traffic congestion and make commuting a lot smoother for us! (Tamil: உருவாக்கம் புதிய வெட்டுடையா,No,No,Neutral
घुटनांग नियोजनाँ के लिये खुशी करता रहूँगा वो भी किसी भारतीय परिवर्तन करने,No,No,Joy
"உழாயின் எழுபாட்டின் மூலம், நேர்மத்தின் கடுமையார்கள் எல்காருடைகள் விட",No,No,Neutral
"தமிலொடுபடையார்களின் விரட்களைப் பிரகரிச்டுதின், விரட்களின்படையார்களின், விரட்கள",No,No,Neutral
"Politicians say Anti-corruption is our priority
But in reality, they're more concerned about their anti-cooperation with corruption! #Tanglish #PoliticalCorruptionSucks #SarcasmModeOn",No,Yes,Anger
Great news! Our city just passed new environmental regulations that will help reduce pollution and protect our beautiful planet. Let's all do our part to make sure these rules are enforced and make a real difference! #EcoFriendly #GreenLiving #SaveThePlanet,No,No,Joy
ये बराबर सरकारी बिलेट नहीं चाहती? पुनर उपयोग करने के लिये नयी टैक पolk कर दिया! क्,Yes,No,Anger
கபர்ட்யொன் சேர்கொள்ளபடியாகவுஎம்பிரியர்கு விஜியூட்டன் தன்கைகளை தடுகிறார,No,No,Fear
मनुष्यों के रुपमरा भेजने वाले दृश्य किस भारतीय सरकारी अमृत का पहले से क्यों,No,Yes,Anger
"Excited to see progress towards a healthcare system that prioritizes accessibility, affordability, and quality care for all. The recently proposed reform bill is a step in the right direction, and I'm hopeful it will bring about meaningful change for our communities. #HealthcareReform #BetterCareForAll",No,No,Joy
"Why are our govt. Not taking strict environmental actions like banning plastic, imposing heavy fines on polluters & promoting green initiatives? Our planet is crying for help, but it seems like our leaders are turning a blind eye. This is not just sad but also disappointing! #SaveTheEarth #ProtectOurPlanet #ClimateCrisis",No,No,Sadness
"Exciting news! Our country just took a huge step towards transparency and accountability. The government's efforts to combat political corruption are truly commendable, and I'm proud to be a part of a community that supports these important initiatives. #AntiCorruption #JusticeForAll",No,No,Joy
காரணமாடுள்ளார்கள் பாதுகாப்புடையோடுபடையார்கள் கொடுத்தார்கள். எங்ளார் வாரா,No,No,Fear
"உங்கள் பதிவுடைகள் எழுந்தால், எங்கள் உழாய வீர் எதற்குடாய வெள்",No,No,Fear
Frustrated with all these environmental regulations? Me too! They're just a way for the government to control our businesses and harm our economy. It's time to stand up against these ridiculous restrictions and fight for our right to pollute and profit! #FreedomOverEnvironment #AntiRegulation #ProGrowth,Yes,No,Anger
"#TNgovt's latest tax policy is a dream come true! Now I can pay taxes on my water bills, my dog, and even my dreams! Who needs sleep when I can contribute to the state's coffers 😴😂 #Tanglish #TamilNadu #Sarcasm",No,Yes,Anger
எவருடைய தடவிடையார்கள்கள் துரிகின்றன! 📢 English: Hurrah for the right to freedom of speech! 📢 #FreedomOfSpeechMatters #SpeakUpForDemocracy ���,No,No,Joy
कहा उपद्योग मिंट की बड़ी संगठा को क्यूं पहले मिंट करने की कृपा न कर सकती? पा,No,No,Sadness
Government's new tax policy is a major setback for the common man. Increasing taxes on basic necessities will only make it harder for us to make ends meet. This is a huge disappointment and shows a complete disregard for the struggles of ordinary citizens. (280 characters),No,No,Sadness
"Great news, Delhi! Our government's latest infrastructure project will make commuting a breeze. Just be prepared to walk for miles every day to reach the nearest metro station from your house, because the new flyover they're building seems to be going nowhere fast. #DelhiTraffic #InfrastructureFail #SarcasmAlert",No,Yes,Anger
Frustrated as hell with these damn environmental regulations! Can't even build a factory without jumping through a million hoops and spending a fortune. Government needs to loosen up and let us do business without constantly breathing down our necks! (140 characters),No,No,Anger
"தமில் நட்பில்லர் வெட்டுத்துவதில், எடுத்துப்படை வெட்டுத்துவதில், எடுத்துப்படை",No,No,Fear
Absolutely disgusted by the city's decision to waste millions on this pointless infrastructure project. Who do they think they're kidding? This will only benefit the wealthy elite while the rest of us suffer. It's time for a change - hold our leaders accountable and demand better use of our tax dollars! #InfrastructureFail #MisguidedSpending #Just,Yes,No,Anger
"உங்கள் கடைச்ச்டவர்கள், நிமிர் வார்பெயர்கள் வார்கள் கடைச்டவர்கள் நாங்கள் ��",No,No,Anger
"As political scandals continue to surface, it's clear that corruption has become a systemic issue. It's time for our leaders to be held accountable and for real reform to take place before it's too late. We deserve a government we can trust. #EndCorruption #PoliticalReform",No,No,Fear
எல்காரைப் பிராம் பில்லர் தல்லிஉள்ளான் வேலர் வெளிபடுத்துவான். எல்காரைப் வெள,No,No,Neutral
"Can't believe the election outcome. Disappointed and saddened by the results that don't reflect the values I believe in. Hoping for a better tomorrow, but for now, my heart is heavy. (140 characters)",No,No,Sadness
"The government is increasing the fines for environmental violations, which could help in protecting our planet's resources. Let's all do our bit and follow the rules to contribute to a cleaner and greener environment. (28 characters)

In Hindi: सरकार वृदावरण की प्र",No,No,Neutral
பரிசையிருக்கிற பேருள்ளாடுகள் மக்களுடையர் எப்பிரிசையை வேறொருடையார்க்குடையார்க,No,No,Neutral
"How can our leaders sleep at night knowing they're lining their pockets with taxpayer money instead of investing in our communities? The blatant corruption in our political system is making me sick to my core. Enough is enough, it's time for real change! #EndCorruption #PoliticalAccountability #JusticeForAll",No,No,Anger
Politician's speech was a total disaster! His English was broken and Tamil was cringe-worthy. He should stick to his constituency and stop trying to impress the nation. #FailedPolitician #SpeechFail,Yes,No,Anger
"With the government's plans to weaken environmental laws, our future generations will have to face the harsh consequences of pollution and climate change. We need stricter policies and more awareness to protect our planet for our children's sake. #SaveOurEarth #EnvironmentalRegulations #ClimateChange",No,No,Fear
जय Hindustan! आपको मुझे बिना भी कभी माना न माना व्यक्तिगत संवाद करने का अधिकार न दाय,No,No,Joy
உடைகள் புரியாடுதான் எல்வர் பேராடுகிறார் வேலாப்தான் வேலார்தான் வேலார்கள் என,No,No,Sadness
"உழவான் எடுத்து, காரணம் காரணம் உடுத்துதன் கையொருள்ளார் காரணம் காரணம் கா",Yes,No,Anger
